,classifier_name,dataset_name,accuracy
298,FeaturePermutation 1st-Order r.avg. (old),ItalyPowerDemand,0.8494655004859086
299,FeaturePermutation 1st-Order r.avg. (old),Lightning7,0.3315068493150685
300,FeaturePermutation 1st-Order r.avg. (old),Meat,0.7883333333333334
301,FeaturePermutation 1st-Order r.avg. (old),MedicalImages,0.2384210526315789
302,FeaturePermutation 1st-Order r.avg. (old),MiddlePhalanxOutlineAgeGroup,0.7785714285714285
303,FeaturePermutation 1st-Order r.avg. (old),MiddlePhalanxOutlineCorrect,0.8226804123711341
304,FeaturePermutation 1st-Order r.avg. (old),MiddlePhalanxTW,0.7064935064935064
305,FeaturePermutation 1st-Order r.avg. (old),MoteStrain,0.8109424920127796
306,FeaturePermutation 1st-Order r.avg. (old),OSULeaf,0.2801652892561984
307,FeaturePermutation 1st-Order r.avg. (old),PhalangesOutlinesCorrect,0.8325174825174826
308,FeaturePermutation 1st-Order r.avg. (old),Plane,0.8552380952380951
309,FeaturePermutation 1st-Order r.avg. (old),PowerCons,0.7066666666666667
310,FeaturePermutation 1st-Order r.avg. (old),ProximalPhalanxOutlineAgeGroup,0.8395121951219512
311,FeaturePermutation 1st-Order r.avg. (old),ProximalPhalanxOutlineCorrect,0.7673539518900343
312,FeaturePermutation 1st-Order r.avg. (old),ProximalPhalanxTW,0.804878048780488
313,FeaturePermutation 1st-Order r.avg. (old),ShapeletSim,0.7866666666666666
314,FeaturePermutation 1st-Order r.avg. (old),SmoothSubspace,0.806
315,FeaturePermutation 1st-Order r.avg. (old),SonyAIBORobotSurface2,0.8104931794333683
316,FeaturePermutation 1st-Order r.avg. (old),Strawberry,0.5118918918918919
317,FeaturePermutation 1st-Order r.avg. (old),SwedishLeaf,0.4407999999999999
318,FeaturePermutation 1st-Order r.avg. (old),Symbols,0.7801005025125628
319,FeaturePermutation 1st-Order r.avg. (old),SyntheticControl,0.65
320,FeaturePermutation 1st-Order r.avg. (old),ToeSegmentation1,0.7276315789473685
321,FeaturePermutation 1st-Order r.avg. (old),ToeSegmentation2,0.7146153846153847
322,FeaturePermutation 1st-Order r.avg. (old),Trace,0.815
323,FeaturePermutation 1st-Order r.avg. (old),TwoLeadECG,0.7673397717295872
324,FeaturePermutation 1st-Order r.avg. (old),TwoPatterns,0.4208
325,FeaturePermutation 1st-Order r.avg. (old),UMD,0.7451388888888889
326,FeaturePermutation 1st-Order r.avg. (old),Wine,0.9444444444444445
327,FeaturePermutation 1st-Order r.avg. (old),WordSynonyms,0.1282131661442006
328,FeaturePermutation 2nd-Order r.avg.,Adiac,0.7054347826086956
329,FeaturePermutation 2nd-Order r.avg.,ArrowHead,0.723
330,FeaturePermutation 2nd-Order r.avg.,BME,0.9401666666666667
331,FeaturePermutation 2nd-Order r.avg.,Beef,0.8241666666666667
332,FeaturePermutation 2nd-Order r.avg.,CBF,0.9163055555555555
333,FeaturePermutation 2nd-Order r.avg.,Chinatown,0.7723032069970845
334,FeaturePermutation 2nd-Order r.avg.,ChlorineConcentration,0.59318359375
335,FeaturePermutation 2nd-Order r.avg.,Coffee,0.8607142857142858
336,FeaturePermutation 2nd-Order r.avg.,CricketY,0.662051282051282
337,FeaturePermutation 2nd-Order r.avg.,DiatomSizeReduction,0.8344771241830066
338,FeaturePermutation 2nd-Order r.avg.,DistalPhalanxOutlineAgeGroup,0.641546762589928
339,FeaturePermutation 2nd-Order r.avg.,DistalPhalanxOutlineCorrect,0.8409420289855073
340,FeaturePermutation 2nd-Order r.avg.,DistalPhalanxTW,0.6476618705035971
341,FeaturePermutation 2nd-Order r.avg.,ECG200,0.65725
342,FeaturePermutation 2nd-Order r.avg.,ECG5000,0.40023333333333333
343,FeaturePermutation 2nd-Order r.avg.,ECGFiveDays,0.8521486643437863
344,FeaturePermutation 2nd-Order r.avg.,FaceAll,0.754215976331361
345,FeaturePermutation 2nd-Order r.avg.,FaceFour,0.878125
346,FeaturePermutation 2nd-Order r.avg.,FacesUCR,0.601109756097561
347,FeaturePermutation 2nd-Order r.avg.,FiftyWords,0.4215934065934066
348,FeaturePermutation 2nd-Order r.avg.,Fish,0.7878571428571429
349,FeaturePermutation 2nd-Order r.avg.,FreezerRegularTrain,0.5958070175438597
350,FeaturePermutation 2nd-Order r.avg.,GunPoint,0.9003333333333333
351,FeaturePermutation 2nd-Order r.avg.,GunPointAgeSpan,0.8742088607594937
352,FeaturePermutation 2nd-Order r.avg.,GunPointMaleVersusFemale,0.963132911392405
353,FeaturePermutation 2nd-Order r.avg.,GunPointOldVersusYoung,0.9323809523809523
354,FeaturePermutation 2nd-Order r.avg.,Ham,0.8873809523809524
355,FeaturePermutation 2nd-Order r.avg.,ItalyPowerDemand,0.8239310009718174
356,FeaturePermutation 2nd-Order r.avg.,Lightning7,0.7770547945205479
357,FeaturePermutation 2nd-Order r.avg.,Meat,0.8645833333333334
358,FeaturePermutation 2nd-Order r.avg.,MedicalImages,0.5300328947368421
359,FeaturePermutation 2nd-Order r.avg.,MiddlePhalanxOutlineAgeGroup,0.7332792207792208
360,FeaturePermutation 2nd-Order r.avg.,MiddlePhalanxOutlineCorrect,0.8149484536082474
361,FeaturePermutation 2nd-Order r.avg.,MiddlePhalanxTW,0.7832792207792207
362,FeaturePermutation 2nd-Order r.avg.,MoteStrain,0.8436701277955272
363,FeaturePermutation 2nd-Order r.avg.,OSULeaf,0.7052685950413223
364,FeaturePermutation 2nd-Order r.avg.,PhalangesOutlinesCorrect,0.7501165501165501
365,FeaturePermutation 2nd-Order r.avg.,Plane,0.9878571428571429
366,FeaturePermutation 2nd-Order r.avg.,PowerCons,0.7941666666666667
367,FeaturePermutation 2nd-Order r.avg.,ProximalPhalanxOutlineAgeGroup,0.6462195121951219
368,FeaturePermutation 2nd-Order r.avg.,ProximalPhalanxOutlineCorrect,0.6050687285223367
